id,sender_id,receiver_id,amount,start_time,end_time,mpp,is_success,no_balance_count,offline_node_count,timeout_exp,attempts,route,total_fee
25,3247,825,98886,21968,22556,0,1,0,0,0,1,28312-1504-4559,2
26,4849,2267,100866,22148,22549,0,1,0,0,0,1,52015-18530,1000
27,3917,5570,98607,22994,23593,0,1,0,0,0,1,43885-45949-54838,3028
28,4509,3830,99370,25142,25941,0,1,0,0,0,1,43923-39796-1458-34175,1002
29,4145,3745,101267,25578,25978,0,1,0,0,0,1,52664-52408,0
30,2095,4583,99172,27840,28432,0,1,0,0,0,1,16391-10520-45335,2
31,4521,2571,102377,27916,28511,0,1,0,0,0,1,44039-52729-21516,1000
32,689,4726,97944,28779,29176,0,1,0,0,0,1,6537-47632,97
33,5656,2451,98653,30218,30818,0,1,0,0,0,1,56155-6030-20157,1
34,5425,4634,98262,30220,31019,0,1,0,0,0,1,53637-38488-41252-45805,2000
35,4641,3706,99549,31084,31680,0,1,0,0,0,1,45871-1518-39194,1001
36,3165,54,100343,31526,31925,0,1,0,0,0,1,48391-52729,0
37,2826,5456,100619,32155,32949,0,1,0,0,0,1,24143-27079-58441-53870,1092
38,95,1615,100500,38078,38481,0,1,0,0,0,1,1714-34887,1
39,420,1035,98875,39435,40035,0,1,0,0,0,1,2014-5807-8576,1
40,5601,1152,99658,39503,40101,0,1,0,0,0,1,55176-12531-7204,101
41,1383,4537,101645,39736,40332,0,1,0,0,0,1,9139-52736-48370,102
42,5543,296,100164,39868,40467,0,1,0,0,0,1,54682-52731-1846,1
43,1034,119,99659,39981,40381,0,1,0,0,0,1,7822-16930,1
44,170,3061,99594,41947,42544,0,1,0,0,0,1,642-16257-26525,3
45,1734,3236,100300,45378,45976,0,1,0,0,0,1,23629-52729-28148,1000
46,5057,1671,99668,45705,46305,0,1,0,0,0,1,50051-3856-12197,1
47,549,3518,100449,46246,46644,0,1,0,0,0,1,2691-30590,1000
48,3369,2209,99362,46511,47300,0,1,0,0,0,1,29029-32108-27078-17824,42
49,4308,4847,98492,47067,48062,0,1,0,0,0,1,40579-23694-48359-51626-52151,3000
50,5186,4515,99543,47879,48674,0,1,0,0,0,1,51125-40368-27429-43938,2192
51,2572,819,99457,48045,48640,0,1,0,0,0,1,21691-5953-4532,1
52,728,5628,100215,48300,49095,0,1,0,0,0,1,3959-52736-48359-55641,1001
53,3701,4282,100065,49362,49958,0,1,0,0,0,1,33412-5702-40263,1
54,75,779,99803,52781,53381,0,1,0,0,0,1,347-8486-4263,801
55,2167,3412,99136,52857,53455,0,1,0,0,0,1,23610-29360-29359,441
56,1515,913,99309,53074,53669,0,1,0,0,0,1,10911-3813-5161,2
57,5637,3491,100308,53125,53523,0,1,0,0,0,1,56787-33960,0
58,5086,4450,99207,53805,54801,0,1,0,0,0,1,50278-50257-6664-8193-43200,2001
59,1227,3723,99425,53845,54445,0,1,0,0,0,1,7620-5110-32793,2040
60,2920,4888,101397,54686,55480,0,1,0,0,0,1,25166-6489-45985-52053,1001
61,2734,1906,100288,54801,55402,0,1,0,0,0,1,46971-52758-14507,101
62,3481,877,100174,55601,56001,0,1,0,0,0,1,30482-4919,0
63,1295,4476,100245,56221,57020,0,1,0,0,0,1,8082-47775-48359-43319,1012
64,1591,794,98762,57214,57612,0,1,0,0,0,1,11653-4361,0
65,445,1262,100229,57390,57983,0,1,0,0,0,1,2164-1257-18892,2
66,399,2140,99574,59023,59619,0,1,0,0,0,1,1866-1206-16995,2
67,860,1161,100193,59882,60280,0,1,0,0,0,1,8299-12311,1
68,3151,5042,100195,60187,60983,0,1,0,0,0,1,27421-26035-26024-49688,111
69,1949,396,100933,60926,61521,0,1,0,0,0,1,14916-11517-26750,1
70,4637,4425,100195,60940,61338,0,1,0,0,0,1,46231-42628,1000
71,2563,1407,100743,62351,62946,0,1,0,0,0,1,21409-3400-8925,2
72,5699,2388,98604,64823,65222,0,1,0,0,0,1,57033-24473,0
73,48,3853,99821,65171,65566,0,1,0,0,0,1,42835-46290,1000
74,2918,1002,99685,65968,66564,0,1,0,0,0,1,27073-9932-5905,2
75,2714,5562,98698,66907,67700,0,1,0,0,0,1,22972-10609-53008-54816,1219
76,5785,209,99527,67042,67640,0,1,0,0,0,1,57587-23476-3481,1000
77,471,811,100057,67054,67655,0,1,0,0,0,1,11298-5690-4483,1
78,129,2760,99496,67069,67866,0,1,0,0,0,1,332-58850-58881-23493,1001
79,2835,1058,99693,67768,68365,0,1,0,0,0,1,29853-29858-6404,1000
80,786,5319,100151,68190,68796,0,1,0,0,0,1,4301-9558-52603,1
81,1690,5646,101029,70456,71247,0,1,0,0,0,1,12321-52667-33937-55948,1103
82,5278,1450,97656,71246,71844,0,1,0,0,0,1,52815-13222-9309,1009
83,2079,4796,98330,71381,71779,0,1,0,0,0,1,16295-48068,1000
84,2944,5705,98360,71396,71992,0,1,0,0,0,1,25447-53008-56698,1218
85,5722,3564,99660,71681,72282,0,1,0,0,0,1,56832-47263-32513,1099
86,4849,5187,98915,73914,74709,0,1,0,0,0,1,51814-60711-60674-51126,1541
87,4895,3470,98672,74126,74725,0,1,0,0,0,1,49335-4571-30273,1
88,4732,3536,99481,74181,74980,0,1,0,0,0,1,47303-1686-38797-30781,1002
89,95,2523,100130,74690,75084,0,1,0,0,0,1,13562-20915,1
90,5517,3464,98616,78331,78924,0,1,0,0,0,1,54393-44168-30154,1082
91,494,3631,100316,78566,79163,0,1,0,0,0,1,2968-8080-31843,1000
92,3451,2506,98530,78902,79502,0,1,0,0,0,1,29858-5690-20796,1
93,4203,3524,101053,78979,79775,0,1,0,0,0,1,39084-52753-42184-30633,1001
94,5155,219,100764,80176,80572,0,1,0,0,0,1,50846-58911,1010
95,5408,5192,100862,80805,81400,0,1,0,0,0,1,53539-53477-51136,2000
96,2707,2161,98635,81334,81930,0,1,0,0,0,1,23123-9660-17237,2
97,139,2411,98036,81473,82067,0,1,0,0,0,1,14350-5949-24848,1
98,3735,3372,98781,85115,85715,0,1,0,0,0,1,48322-32109-29034,42
99,2528,4070,98995,85435,86237,0,1,0,0,0,1,20946-2867-52671-49306,2000
100,2562,60,98837,87032,87431,0,1,0,0,0,1,21400-15318,1
101,191,5285,100654,87760,88157,0,1,0,0,0,1,820-52294,1000
102,1622,98,99154,89690,90289,0,1,0,0,0,1,11882-5536-3437,100
103,3247,3169,100320,89894,90491,0,1,0,0,0,1,28312-52683-33902,1
104,3438,501,97233,91367,91761,0,1,0,0,0,1,29683-2982,1
105,116,3416,99940,93037,93435,0,1,0,0,0,1,289-29403,1000
106,2058,3821,101476,93119,93515,0,1,0,0,0,1,16033-35696,1000
107,1430,5902,100853,95122,95916,0,1,0,0,0,1,9252-52697-42184-59309,1001
108,5255,439,101087,95964,96760,0,1,0,0,0,1,51722-51630-55257-2140,2000
109,1125,966,97361,98306,98899,0,1,0,0,0,1,16625-5044-5471,0
110,2073,2853,100546,99203,99805,0,1,0,0,0,1,16187-52728-24422,1000
111,5037,1875,100877,99832,100427,0,1,0,0,0,1,57740-18253-14275,1001
112,1544,1313,99852,100046,100643,0,1,0,0,0,1,11243-1427-24871,2
113,2884,3000,101219,100054,100449,0,1,0,0,0,1,46919-58381,101
114,1250,3035,100794,101962,102563,0,1,0,0,0,1,7726-1146-26235,2
115,333,2497,100366,102891,103487,0,1,0,0,0,1,1153-52728-23724,1000
116,1403,1917,101470,103539,103938,0,1,0,0,0,1,8868-14649,0
117,1306,916,100496,104679,105277,0,1,0,0,0,1,8142-8005-5293,2
118,3267,938,100145,104835,105629,0,1,0,0,0,1,28397-6653-4450-5287,1
119,5934,4513,99604,104884,105283,0,1,0,0,0,1,60095-43931,1000
120,3119,5399,100698,104906,105704,0,1,0,0,0,1,40690-59173-56252-53506,2219
121,1863,1948,100968,104990,105587,0,1,0,0,0,1,14154-11517-14913,1
122,5073,2114,100325,107981,108578,0,1,0,0,0,1,50087-52752-16562,101
123,1202,4963,101008,108368,109160,0,1,0,0,0,1,7488-27079-58441-49502,92
124,593,284,101300,109583,109982,0,1,0,0,0,1,39507-940,1000
125,4560,3665,101302,110801,111398,0,1,0,0,0,1,45258-39806-32301,1000
126,207,3515,99087,111101,111897,0,1,0,0,0,1,15055-50705-50831-30560,1
127,1884,1543,100614,112216,112811,0,1,0,0,0,1,20017-7724-11269,500
128,2073,4678,100061,112806,113602,0,1,0,0,0,1,16187-52728-41836-46453,2000
129,3695,4701,98186,116248,117042,0,1,0,0,0,1,32498-50016-23688-46800,2000
130,858,2159,100122,117027,117622,0,1,0,0,0,1,4798-1233-17207,2
131,2470,5854,100095,117253,118044,0,1,0,0,0,1,20408-58353-60299-58325,1002
132,5969,5962,102018,118000,118796,0,1,0,0,0,1,60238-52691-45228-60161,2206
133,4859,813,97893,120183,120979,0,1,0,0,0,1,49219-56891-21526-4502,19
134,157,3206,100266,121551,122153,0,1,0,0,0,1,13294-23477-33530,1000
135,5510,182,98968,122846,123634,0,1,0,0,0,1,54355-51630-55257-560,2000
136,5179,4836,99799,124020,124819,0,1,0,0,0,1,51097-46623-23574-48635,99
137,2928,1132,99796,124830,125429,0,1,0,0,0,1,25220-5703-7083,1
138,3492,1620,99992,125058,125654,0,1,0,0,0,1,30342-21239-27251,1
139,1656,1487,99259,126098,126697,0,1,0,0,0,1,24851-5044-10343,0
140,4505,5532,98597,126156,126555,0,1,0,0,0,1,43833-54424,1000
141,5284,3054,98534,127446,128041,0,1,0,0,0,1,52261-42660-26466,2000
142,4796,1819,99897,127473,128070,0,1,0,0,0,1,48069-34060-13813,1001
143,1223,3564,99607,128172,128566,0,1,0,0,0,1,38133-35079,2
144,4503,4730,100924,128950,129750,0,1,0,0,0,1,43826-46623-23574-47233,0
145,1318,5762,100800,129248,129853,0,1,0,0,0,1,8224-8607-57324,51
146,194,3388,99289,129873,130470,0,1,0,0,0,1,587-23575-29072,0
147,2234,5690,98252,131058,131660,0,1,0,0,0,1,18148-52753-57036,1
148,489,2744,98080,131173,131772,0,1,0,0,0,1,3952-55401-23372,69427
149,4900,3806,101546,131786,132781,0,1,0,0,0,1,49363-30234-12804-33867-34002,1009
150,4601,4418,100673,133655,134254,0,1,0,0,0,1,45556-48358-46964,1000
151,1666,2575,100444,134723,135324,0,1,0,0,0,1,12241-6392-21583,1
152,3762,67,100436,134804,135596,0,1,0,0,0,1,33146-55757-55257-140,2000
153,3624,110,99534,135680,136479,0,1,0,0,0,1,31786-12025-14399-266,462
154,2754,3444,99700,135708,136109,0,1,0,0,0,1,30439-29740,1000
155,5757,4533,99974,136197,136992,0,1,0,0,0,1,57298-58880-58921-45199,1000
156,4486,5022,100353,136794,137390,0,1,0,0,0,1,57813-52994-49621,218
157,3515,2871,99690,136884,137680,0,1,0,0,0,1,30561-23574-52729-24637,1000
158,4823,5954,101366,139234,140029,0,1,0,0,0,1,48339-55156-58507-60108,2001
159,5972,222,101189,139272,139869,0,1,0,0,0,1,60828-57981-7389,1
160,754,4318,101523,139282,139879,0,1,0,0,0,1,4142-10938-40737,1001
161,3656,3234,100228,141490,142283,0,1,0,0,0,1,32206-50016-52674-28134,1101
162,4780,3066,100237,141647,142446,0,1,0,0,0,1,47848-44168-20028-27578,1032
163,467,947,98803,143465,144059,0,1,0,0,0,1,8250-729-5346,1000
164,3738,4180,100120,148065,148862,0,1,0,0,0,1,32942-49829-49732-38860,1041
165,5172,4271,100861,148372,149166,0,1,0,0,0,1,51009-48200-48898-40137,1002
166,5461,6004,101411,148659,149251,0,1,0,0,0,1,54669-19844-60902,2000
167,3838,1041,98956,150860,151258,0,1,0,0,0,1,53818-32523,1000
168,4880,5252,100130,151166,152168,0,1,0,0,0,1,49150-46987-23721-55773-51717,2010
169,3890,4919,98292,151496,152286,0,1,0,0,0,1,44140-27079-58441-49412,92
170,5900,5955,100827,152258,153058,0,1,0,0,0,1,59294-22581-48359-60111,1002
171,3012,1888,100200,152390,153187,0,1,0,0,0,1,26066-27584-28201-14361,1566
172,2201,5531,99428,153108,153904,0,1,0,0,0,1,41517-23721-55773-54422,1010
173,1373,5638,101094,153770,154369,0,1,0,0,0,1,8722-42661-55802,2000
174,5351,3904,98074,154164,154959,0,1,0,0,0,1,53183-49914-5815-35285,1001
175,5326,5162,100148,154888,155884,0,1,0,0,0,1,52633-46623-23574-56552-50899,1101
176,4145,1604,101023,155877,156276,0,1,0,0,0,1,40495-21402,1000
177,2990,1742,100178,156105,156899,0,1,0,0,0,1,25875-32108-27078-12662,42
178,1870,4922,101243,158586,159380,0,1,0,0,0,1,14270-53249-52993-49418,220
179,3139,2561,99507,161561,162158,0,1,0,0,0,1,46611-1251-21392,2
180,2229,357,100116,163421,164015,0,1,0,0,0,1,18106-1554-1279,2
181,2275,5526,98757,163557,164356,0,1,0,0,0,1,18608-55605-53008-54413,2218
182,525,2442,99351,163934,164535,0,1,0,0,0,1,2571-16253-20182,8
183,907,1049,100312,164041,164639,0,1,0,0,0,1,30384-25259-7915,0
184,2484,5724,99578,164245,165045,0,1,0,0,0,1,20511-6359-53008-56838,1220
185,2639,4215,99519,166359,166759,0,0,1,0,0,2,22252-46622-39270,2000
186,3448,2873,98882,166417,167208,0,1,0,0,0,1,29789-58411-58149-24686,1001
187,1654,1374,100147,166566,167163,0,1,0,0,0,1,12084-5953-13356,1
188,2986,4676,98677,166758,167557,0,1,0,0,0,1,25867-23574-36145-55537,180
189,3504,3427,102229,166927,167327,0,1,0,0,0,1,31813-29616,1000
190,5861,1827,100218,167832,168231,0,1,0,0,0,1,58497-26125,0
191,3765,194,99474,168047,168445,0,1,0,0,0,1,34155-17516,1
192,392,410,101025,168517,168912,0,1,0,0,0,1,2989-52661,0
193,1921,5857,98851,171622,172220,0,1,0,0,0,1,14678-23477-58616,1000
194,5842,2497,99310,173360,173955,0,1,0,0,0,1,58277-48358-23724,1000
195,997,3799,101498,173417,174014,0,1,0,0,0,1,5656-6487-33867,1
196,2864,1973,101220,174094,174691,0,1,0,0,0,1,25458-31987-15199,3
197,1257,4384,99098,174673,175466,0,1,0,0,0,1,7785-11516-39805-41685,1001
198,2747,3685,99590,174683,175480,0,1,0,0,0,1,23383-23429-18272-32442,1220
199,672,4554,98876,179788,180385,0,1,0,0,0,1,3451-52688-49148,1
200,5912,995,99801,180201,180789,0,1,0,0,0,1,59425-3133-5646,1000
201,3816,3146,99758,182242,183039,0,1,0,0,0,1,34023-23574-57014-57905,103
202,749,838,101968,183362,183959,0,1,0,0,0,1,4118-1119-4636,1
203,5231,4625,99104,183867,184662,0,1,0,0,0,1,51511-23721-55773-45738,1010
204,137,5182,100759,185527,186124,0,1,0,0,0,1,7475-37786-54605,2000
205,2707,75,101070,186927,187522,0,1,0,0,0,1,23123-3502-1952,43
206,2698,3470,101124,186932,187331,0,1,0,0,0,1,22705-30465,1000
207,628,2909,100882,187762,188162,0,1,0,0,0,1,42207-47025,0
208,4987,3739,99414,188881,189681,0,1,0,0,0,1,49551-50718-49254-32957,1025
209,4882,3474,99164,189430,190029,0,1,0,0,0,1,50622-13424-30127,2
210,3366,4838,100547,189864,190661,0,1,0,0,0,1,29023-32108-927-48432,1092
211,1486,5140,100821,190151,190750,0,1,0,0,0,1,10031-1514-52611,2
212,1739,3698,99256,190709,191303,0,1,0,0,0,1,12655-6498-40509,1
213,3148,4851,98473,190745,191542,0,1,0,0,0,1,27431-9533-17855-49062,1002
214,1283,5066,99712,191114,191704,0,1,0,0,0,1,9294-47775-50019,11
215,5864,4403,99532,191315,191715,0,1,0,0,0,1,58510-42625,1000
216,1285,3251,99360,191468,192064,0,1,0,0,0,1,14791-32109-28334,42
217,2962,2264,100234,192546,193143,0,1,0,0,0,1,25717-23711-18484,1101
218,4803,4144,100743,192778,193570,0,1,0,0,0,1,53907-14467-5502-38427,3010
219,3614,5509,101296,193507,194108,0,1,0,0,0,1,49678-47901-54341,2255
220,3326,417,99744,195307,196102,0,1,0,0,0,1,28829-32108-927-2002,1092
221,2911,2614,100691,195413,195812,0,1,0,0,0,1,25325-23721,0
222,4240,169,99239,195547,196145,0,1,0,0,0,1,47040-41695-14269,265
223,2257,5862,99422,196069,196664,0,1,0,0,0,1,18404-35015-58505,1001
224,1216,5615,101176,196586,197177,0,1,0,0,0,1,7569-36085-56133,91
225,2681,881,101197,197007,197800,0,1,0,0,0,1,22553-23429-1964-7995,221
226,1133,285,99267,198410,199204,0,1,0,0,0,1,7092-7499-29865-944,1002
227,5424,1265,100249,200086,200485,0,1,0,0,0,1,53595-7838,1000
228,4498,5767,98596,200995,201794,0,1,0,0,0,1,43790-34973-35037-57430,1001
229,5575,1774,100500,201074,201472,0,1,0,0,0,1,55925-12962,1000
230,2555,5558,99347,201131,201927,0,1,0,0,0,1,21308-34713-49732-54796,2040
231,4750,5016,99249,201758,202556,0,1,0,0,0,1,48383-54476-58441-49608,191
232,2372,494,99048,201841,202237,0,1,0,0,0,1,19469-2460,1000
233,457,5433,99726,203117,203515,0,1,0,0,0,1,53005-53711,1000
234,3187,2688,102730,203258,203852,0,1,0,0,0,1,54050-9039-22578,1
235,1210,1239,99621,205137,205735,0,1,0,0,0,1,7540-20317-7664,1001
236,3050,3414,100657,205578,206174,0,1,0,0,0,1,26408-43513-43506,1002
237,5407,649,100189,206495,207292,0,1,0,0,0,1,53537-55590-53220-3329,1218
238,640,4708,101784,206540,207133,0,1,0,0,0,1,3270-52731-46894,1
239,5525,4727,102088,207417,208212,0,1,0,0,0,1,54411-46623-23574-47208,0
240,4444,2322,99541,208217,209012,0,1,0,0,0,1,42621-631-1680-19085,1001
241,2698,1301,101574,210087,210685,0,1,0,0,0,1,22705-7096-8103,1000
242,4341,4899,99445,212067,212661,0,1,0,0,0,1,44317-30506-49360,2000
243,5898,118,100692,213286,213883,0,1,0,0,0,1,59241-30242-14641,90
244,2421,3898,99253,214548,214942,0,1,0,0,0,1,19890-35897,0
245,4471,5929,100645,214807,215603,0,1,0,0,0,1,43234-52094-56445-59670,2001
246,4377,4993,102821,216034,216828,0,1,0,0,0,1,42463-58980-52993-49562,220
247,196,4687,99360,216584,217384,0,1,0,0,0,1,601-52728-48359-46554,2000
248,4626,1063,100832,217533,218125,0,1,0,0,0,1,45740-42660-6444,2000
249,3589,2413,100947,217596,218388,0,1,0,0,0,1,31293-33995-6877-19792,1101
250,18,4233,99364,219863,220656,0,1,0,0,0,1,37-7688-28732-39525,1001
251,4343,1437,98955,219962,220561,0,1,0,0,0,1,41326-1287-9432,2
252,1323,2140,100551,222107,222706,0,1,0,0,0,1,8242-1262-16995,2
253,1073,3262,99386,222331,222932,0,1,0,0,0,1,6606-40601-40525,1
254,830,733,100883,223282,223878,0,1,0,0,0,1,4597-5690-5282,1
255,5705,1946,99948,223906,224701,0,1,0,0,0,1,56699-51630-51555-14901,1001
256,2667,418,100339,224461,225056,0,1,0,0,0,1,22503-31912-7653,1001
257,3595,2076,101339,224764,225360,0,1,0,0,0,1,31325-48364-24447,1000
258,1330,1881,100908,225141,225735,0,1,0,0,0,1,28463-52672-58375,1000
259,2432,3764,100680,225940,226735,0,1,0,0,0,1,19947-60286-48896-33201,5102
260,2688,2703,99807,226550,227148,0,1,0,0,0,1,23153-9981-22791,2
261,620,3941,99815,226690,227488,0,1,0,0,0,1,3100-11516-55269-42480,1001
262,5461,963,100984,228145,228542,0,1,0,0,0,1,53933-7251,100
263,5928,3031,99996,228626,229223,0,1,0,0,0,1,59660-34782-26225,101110
264,5062,2896,100198,229477,230276,0,1,0,0,0,1,49933-39796-9539-24862,1002
265,4881,5662,100036,229568,230166,0,1,0,0,0,1,49986-19815-56162,2010
266,1167,771,100467,229857,230454,0,1,0,0,0,1,7274-5690-4227,1
267,5783,4208,101400,232798,233590,0,1,0,0,0,1,57581-48200-38994-39645,2001
268,5698,5146,101468,234618,235418,0,1,0,0,0,1,56629-45819-44700-52314,2020
269,1081,47,99208,234682,235281,0,1,0,0,0,1,60279-40762-101,200
270,1934,2637,99785,235261,236062,0,1,0,0,0,1,14751-13618-10261-22244,1002
271,3528,1536,100320,236214,237012,0,1,0,0,0,1,30667-46038-25259-11103,1000
272,2870,3197,100106,238842,239638,0,1,0,0,0,1,24630-23893-26642-27847,2011
273,4468,5381,99898,239122,239921,0,1,0,0,0,1,43194-10609-55586-53413,1220
274,5145,3931,101827,240272,240870,0,1,0,0,0,1,50749-47726-35934,0
275,408,2390,100123,241040,241833,0,1,0,0,0,1,1926-1119-331-19628,1001
276,1138,5362,99031,241149,241745,0,1,0,0,0,1,17644-55595-53357,1218
277,3374,866,101026,241315,242107,0,1,0,0,0,1,29039-32108-27078-4858,42
278,3390,15,98489,242884,243682,0,1,0,0,0,1,29079-30234-12822-32,9
279,5434,4178,99271,243040,243835,0,1,0,0,0,1,53713-59012-58885-38834,2000
280,3890,3913,99692,243428,244222,0,1,0,0,0,1,44140-13299-12778-35287,2009
281,1867,1036,99892,245923,246320,0,1,0,0,0,1,20266-23658,0
282,1449,5096,100672,249620,250215,0,1,0,0,0,1,11488-13223-50346,1010
283,581,1923,101809,250364,250963,0,1,0,0,0,1,2858-8511-14690,1001
284,2252,1693,99567,251330,251927,0,1,0,0,0,1,18351-4568-12332,0
285,2744,1513,101299,252639,253436,0,1,0,0,0,1,23373-22518-11968-10903,27
286,2600,36,101253,253039,253640,0,1,0,0,0,1,21837-5224-6467,1001
287,187,4188,99903,253336,254133,0,1,0,0,0,1,4468-1965-53008-38944,1220
288,4854,3554,99481,254121,254719,0,1,0,0,0,1,48645-42660-30944,2000
289,5171,2930,100740,255784,256583,0,1,0,0,0,1,51007-46623-30507-25264,1000
290,1107,5604,98499,258068,258663,0,1,0,0,0,1,7091-21240-56565,1001
291,3330,2679,100791,258716,259507,0,1,0,0,0,1,28837-32108-53913-22548,93
292,1675,2701,100634,259863,260661,0,1,0,0,0,1,12234-33379-33703-22742,6976
293,2342,1370,99475,260429,261221,0,1,0,0,0,1,19244-18872-729-10982,2000
294,5636,1766,100542,261941,262539,0,1,0,0,0,1,55743-53009-12876,1219
295,4568,1049,99732,263417,264011,0,1,0,0,0,1,44869-23476-7915,1000
296,868,3392,99183,264618,265416,0,1,0,0,0,1,4866-14970-32109-29082,42
297,2556,4135,99161,264651,265251,0,1,0,0,0,1,21325-1663-44615,1001
298,4158,2895,100123,265203,265796,0,1,0,0,0,1,38615-19666-24844,1001
299,3228,2233,99560,266219,267014,0,1,0,0,0,1,28684-29998-30278-18139,580
300,346,1418,98964,267447,267846,0,1,0,0,0,1,1315-9049,1
301,2334,3685,102204,267628,268418,0,1,0,0,0,1,19182-5691-2631-32442,1001
302,1020,3344,100339,268349,268945,0,1,0,0,0,1,7047-23575-28946,0
303,818,5257,99366,272380,273181,0,1,0,0,0,1,4530-27079-40369-51726,1110
304,2779,5660,98129,273067,273661,0,1,0,0,0,1,23708-55316-56149,19
305,4162,970,98758,274827,275421,0,1,0,0,0,1,47005-56448-8059,98
306,1572,5084,100189,276438,277237,0,1,0,0,0,1,11407-12939-32112-50269,101
307,4043,2562,102482,276446,277247,0,1,0,0,0,1,37171-31637-10543-21401,3
308,873,4276,102531,276798,277199,0,1,0,0,0,1,25537-40160,1000
309,1144,5163,100405,278478,279074,0,1,0,0,0,1,7168-57980-50911,1
310,3804,4331,99719,282788,283382,0,1,0,0,0,1,34050-9520-41059,2
311,5902,5695,101615,282789,283583,0,1,0,0,0,1,59308-49854-6023-56936,1002
312,911,2828,100601,283622,284221,0,1,0,0,0,1,55546-51482-24173,1000
313,3371,2814,99867,284674,285471,0,1,0,0,0,1,29033-23574-23960-23992,1000
314,3599,381,99541,286064,286662,0,1,0,0,0,1,31386-23772-3249,1000
315,2953,3479,100737,286446,287041,0,1,0,0,0,1,25598-5691-30542,1
316,388,2932,101530,286559,287158,0,1,0,0,0,1,48182-23108-25277,1001
317,609,3745,99431,288939,289534,0,1,0,0,0,1,3038-11516-45425,26
318,1709,3863,100178,290154,290752,0,1,0,0,0,1,12459-6638-34741,1012
319,1351,4014,99793,290249,290646,0,1,0,0,0,1,54692-39579,1009
320,1130,23,99483,291835,292233,0,0,1,0,0,2,11304-9675-42,1
321,4594,2930,101469,292527,292924,0,1,0,0,0,1,52383-25267,1
322,171,525,99454,292787,293386,0,1,0,0,0,1,5950-14697-2570,2
323,55,2605,99920,292948,293343,0,1,0,0,0,1,121-21924,1000
324,2821,3601,99942,293401,293795,0,1,0,0,0,1,24110-31423,1
325,4431,4651,100799,295938,296338,0,1,0,0,0,1,42471-45967,1000
326,5340,4049,98771,296219,296817,0,1,0,0,0,1,52905-42614-37198,2000
327,2619,5471,99397,299784,300386,0,1,0,0,0,1,22065-44998-53993,2000
328,5710,15,99283,300256,301654,0,0,2,0,0,3,56715-42660-56085-56090-30,7004
329,5084,5976,100099,301309,302101,0,1,0,0,0,1,50281-46208-59537-60374,2001
330,186,4895,99434,302305,302905,0,1,0,0,0,1,41162-47270-49334,1100
331,1983,5891,99314,304049,304645,0,1,0,0,0,1,15299-16009-59122,2000
332,4255,2133,99312,304731,305323,0,1,0,0,0,1,39798-9657-16896,1169
333,2855,3174,99466,305188,305787,0,1,0,0,0,1,24652-727-27646,1000
334,2218,4438,99874,306485,307085,0,1,0,0,0,1,19758-12923-42532,1002
335,428,2864,99389,307426,308023,0,1,0,0,0,1,2079-6542-27343,1
336,5321,4218,101090,307952,308751,0,1,0,0,0,1,52605-49357-23574-40984,101
337,33,1614,99573,309334,309732,0,1,0,0,0,1,45178-11818,1
338,2511,5185,99237,310034,310633,0,1,0,0,0,1,24829-53008-51122,1218
339,2632,5801,99126,310288,311281,0,1,0,0,0,1,22203-23429-53226-52537-57783,1239
